Year,State,District,Season,Crop,Area_ha,Rainfall_mm,Fertilizer_kg_ha,Tmin_C,Tmax_C,SOC_pct,Production_t,Yield_t_ha
2006,Maharashtra,District_39,Kharif,Rice,156.77,882.6,173.7,16.7,36.4,0.72,527.08,3.3621228551381006
2015,Rajasthan,District_40,Kharif,Sugarcane,108.6,1090.9,185.3,22.3,32.1,0.66,9703.92,89.35469613259669
2020,Tamil Nadu,District_1,Kharif,Sorghum,198.54,,122.1,15.3,28.3,0.94,255.27,1.2857358718646117
2013,West Bengal,District_2,Kharif,Sugarcane,258.51,856.9,153.8,19.0,28.4,0.92,22825.48,88.29631348883989
2010,Odisha,District_3,Kharif,Groundnut,79.58,846.1,182.1,21.0,32.4,0.71,134.6,1.6913797436541844
2003,Odisha,District_4,Kharif,Pulses,122.79,790.0,98.6,24.4,28.6,0.39,91.85,0.748025083475853
2005,Rajasthan,District_5,Kharif,Maize,246.21,764.2,145.5,18.3,27.3,0.91,726.68,2.9514641972300066
2022,Haryana,District_6,Kharif,Cotton,191.54,866.0,100.4,18.1,33.9,0.61,241.37,1.2601545369113503
2012,Haryana,District_7,Kharif,Pulses,310.1,857.6,105.7,19.8,34.1,0.85,295.19,0.9519187358916478
2007,Punjab,District_8,Kharif,Wheat,118.06,619.3,122.5,21.1,30.9,0.84,292.13,2.474419786549212
2010,Bihar,District_9,Kharif,Sugarcane,375.58,,164.1,19.5,32.9,0.33,26949.52,71.75440651791895
2013,Karnataka,District_10,Kharif,Sugarcane,120.27,635.2,132.1,23.1,32.6,0.82,9744.99,81.02594163132952
2012,Rajasthan,District_11,Kharif,Barley,655.66,802.0,119.1,17.6,33.8,0.93,1343.13,2.048515999145899
2016,West Bengal,District_12,Rabi,Wheat,87.4,785.0,,20.4,33.8,0.96,266.72,3.0517162471395882
2006,Maharashtra,District_13,Autumn,Barley,127.04,928.8,99.1,21.3,24.2,0.83,256.02,2.0152707808564227
2015,Kerala,District_14,Summer,Sugarcane,314.32,383.8,162.2,18.8,31.3,0.31,15123.82,48.115996436752354
2010,Madhya Pradesh,District_15,Rabi,Groundnut,664.17,1046.0,190.3,22.5,33.6,1.12,1161.15,1.7482722796874297
2022,Punjab,District_16,Rabi,Pulses,295.61,701.1,141.8,20.4,30.8,0.9,327.65,1.108386049186428
2003,Maharashtra,District_17,Kharif,Maize,342.99,1118.4,136.9,22.4,32.1,0.5,1042.45,3.03930143735969
2003,Andhra Pradesh,District_18,Rabi,Sorghum,247.28,744.8,159.9,20.6,34.3,0.6,302.99,1.2252911679068264
2011,Maharashtra,District_19,Rabi,Maize,132.18,839.3,63.9,21.1,32.2,0.86,289.97,2.1937509456801334
2012,Kerala,District_20,Rabi,Rice,182.35,1271.0,166.5,18.1,,0.97,794.5,4.357005758157389
2016,Rajasthan,District_21,Summer,Mustard,118.26,789.0,269.1,18.1,35.4,0.68,193.12,1.633012007441231
2009,Uttar Pradesh,District_22,Kharif,Groundnut,113.61,1122.5,140.1,23.7,31.6,1.01,195.69,1.722471613414312
2021,West Bengal,District_23,Rabi,Barley,311.39,858.6,140.2,21.9,31.4,0.35,415.5,1.3343395741674429
2011,Odisha,District_24,Rabi,Sugarcane,124.72,941.4,174.7,16.9,23.4,0.54,11455.8,91.85214881334188
2003,Karnataka,District_25,Kharif,Rice,296.41,865.4,210.8,,,0.28,991.94,3.346513275530515
2002,Madhya Pradesh,District_26,Summer,Rice,112.05,1036.5,184.0,12.9,27.9,0.58,435.22,3.884158857652834
2023,Chhattisgarh,District_27,Kharif,Sugarcane,292.31,699.2,58.8,18.3,32.7,1.18,19473.81,66.62040299681846
2003,Uttar Pradesh,District_28,Autumn,Maize,182.51,633.5,167.5,22.9,32.5,1.31,584.14,3.2005917483973483
2022,Telangana,District_29,Rabi,Sorghum,569.05,709.5,247.9,19.6,34.1,0.86,934.73,1.6426148844565505
2006,Telangana,District_30,Kharif,Wheat,297.15,871.9,169.9,20.4,36.2,0.64,915.23,3.0800269224297496
2002,Karnataka,District_31,Rabi,Barley,513.61,801.4,98.8,11.0,31.9,0.74,822.46,1.6013317497712272
2007,Karnataka,District_32,Kharif,Maize,155.49,1006.3,156.3,18.8,38.8,,480.71,3.0915814521834197
2014,Telangana,District_33,Rabi,Wheat,253.08,1137.0,93.8,21.0,32.7,0.41,783.02,3.093962383436067
2010,Maharashtra,District_34,Rabi,Maize,135.82,635.3,194.3,21.4,28.1,,344.68,2.5377705787071125
2018,Rajasthan,District_35,Rabi,Wheat,190.92,688.5,106.8,22.9,,1.16,535.8,2.8064110622250156
2014,Madhya Pradesh,District_36,Summer,Sugarcane,209.08,534.0,148.0,19.4,30.9,0.54,13336.34,63.78582360818825
2009,Madhya Pradesh,District_37,Kharif,Cotton,158.3,1296.7,110.7,19.5,33.8,0.61,271.61,1.7157927984838912
2015,Punjab,District_38,Kharif,Pulses,118.0,917.0,123.1,16.0,29.2,0.8,111.49,0.9448305084745763
2023,Telangana,District_39,Kharif,Pulses,104.78,955.6,204.4,19.4,,0.87,125.78,1.200419927467074
2009,Karnataka,District_40,Kharif,Rice,60.11,555.2,149.1,16.2,31.5,0.64,165.78,2.7579437697554483
2003,Tamil Nadu,District_1,Kharif,Wheat,557.5107161290432,849.7,122.6,14.5,30.7,0.82,2331.6146706455106,4.182188078526239
2009,Gujarat,District_2,Kharif,Wheat,356.56,962.0,99.2,16.7,34.4,0.95,1071.94,3.0063383441776983
2020,Kerala,District_3,Kharif,Wheat,93.78,794.4,70.1,24.5,33.9,1.29,280.94,2.9957346982299
2005,Uttar Pradesh,District_4,Kharif,Rice,107.68,1086.7,94.9,19.2,35.5,0.77,357.9,3.3237369985141156
2022,West Bengal,District_5,Summer,Cotton,716.62,1358.6,149.5,20.7,31.0,0.79,1682.77,2.348204069102174
2014,Uttar Pradesh,District_6,Kharif,Pulses,167.02,641.6,184.2,18.5,35.6,,210.2,1.2585319123458267
2014,Karnataka,District_7,Summer,Cotton,296.67,625.1,122.6,14.6,27.9,0.66,451.58,1.5221626723295243
2007,Telangana,District_8,Kharif,Cotton,359.74,656.9,207.8,22.8,27.8,0.47,610.57,1.6972535720242399
2022,Uttar Pradesh,District_9,Kharif,Sugarcane,364.13,1203.4,116.3,13.5,28.4,0.86,30064.23,82.56455112185209
2000,West Bengal,District_10,Rabi,Pulses,98.16,1079.3,135.5,18.3,32.0,1.07,110.63,1.127037489812551
2007,Andhra Pradesh,District_11,Kharif,Cotton,213.02,820.2,101.8,19.8,35.6,0.89,324.94,1.5253966763684161
2010,Rajasthan,District_12,Kharif,Maize,360.25776580339186,858.0,184.6,20.7,30.2,0.78,1259.228467599543,3.4953541245430304
2011,West Bengal,District_13,Rabi,Sugarcane,1061.87,,228.9,17.8,30.6,0.44,82244.17,77.4522022469794
2011,Tamil Nadu,District_14,Kharif,Rice,93.98,1045.8,74.5,14.5,31.4,0.79,302.38,3.2174930836348157
2003,Gujarat,District_15,Kharif,Sugarcane,130.49,766.4,131.2,17.6,33.7,1.11,9892.89,75.81339566250287
2005,Tamil Nadu,District_16,Rabi,Sorghum,131.06,792.8,,17.8,30.6,0.49,177.7,1.3558675415840071
2002,Bihar,District_17,Kharif,Cotton,99.68,,87.1,17.7,30.4,0.74,166.82,1.6735553772070624
2013,Madhya Pradesh,District_18,Rabi,Wheat,550.9,808.6,167.7,22.9,28.0,0.7,1887.73,3.426629152296243
2008,Punjab,District_19,Kharif,Mustard,1046.77,798.3,193.9,16.4,30.3,,1292.11,1.234378134642758
2013,Madhya Pradesh,District_20,Autumn,Wheat,183.93,852.3,148.1,20.9,35.5,0.86,560.58,3.0477899200782907
2014,Rajasthan,District_21,Rabi,Wheat,110.8,1025.0,167.0,20.5,32.3,0.91,392.78,3.544945848375451
2016,Gujarat,District_22,Autumn,Wheat,63.93,1212.2,215.4,,29.8,0.91,278.52,4.356640075082121
2013,Odisha,District_23,Rabi,Barley,211.35,978.8,222.9,19.6,,0.56,523.76,2.478164182635439
2015,Punjab,District_24,Kharif,Sorghum,202.39,1026.7,142.5,22.4,30.2,0.39,255.89,1.264341123573299
2014,Punjab,District_25,Rabi,Pulses,165.54,806.0,123.7,19.5,36.3,0.87,136.09,0.8220973782771536
2015,Haryana,District_26,Kharif,Groundnut,279.45,694.3,108.2,21.3,36.2,0.67,294.74,1.0547146179996423
2014,Haryana,District_27,Rabi,Groundnut,310.16,993.9,184.1,15.5,32.2,1.26,600.78,1.93700025793139
2007,Haryana,District_28,Rabi,Groundnut,297.03,887.7,90.1,12.1,27.5,1.27,392.37,1.320977679022321
2005,Madhya Pradesh,District_29,Kharif,Pulses,202.42,537.0,134.9,21.1,38.9,1.3,187.85,0.9280209465467839
2018,Odisha,District_30,Summer,Sorghum,126.35,777.8,149.1,21.3,33.2,0.56,143.53,1.1359715077166601
2008,Karnataka,District_31,Kharif,Mustard,364.85,831.8,124.9,,31.0,0.94,406.31,1.1136357407153623
2013,Kerala,District_32,Rabi,Rice,246.54,737.7,,18.4,34.9,1.02,876.68,3.5559341283361725
2004,Haryana,District_33,Rabi,Cotton,416.97,1176.0,247.6,24.5,34.1,,1136.02,2.724464589778641
2010,Gujarat,District_34,Kharif,Sorghum,393.09,955.6,140.1,18.6,,0.71,473.27,1.2039736447124068
2012,Punjab,District_35,Rabi,Sugarcane,104.27,1152.1,127.6,21.3,,1.12,9343.39,89.60765320801764
2015,Telangana,District_36,Rabi,Maize,103.49,908.0,185.6,21.8,33.0,0.8,340.73,3.29239540052179
2012,Haryana,District_37,Kharif,Barley,155.5,867.9,154.6,25.2,28.4,,319.98,2.0577491961414793
2008,Telangana,District_38,Rabi,Groundnut,129.83,643.9,202.6,19.0,34.0,0.42,141.28,1.0881922514056843
2023,Odisha,District_39,Kharif,Pulses,384.96,852.6,151.6,18.0,31.9,0.96,361.98,0.9403054862842893
2012,Chhattisgarh,District_40,Rabi,Sugarcane,302.11,852.9,135.1,15.5,,0.73,20890.31,69.1480255536063
2019,Karnataka,District_1,Kharif,Wheat,473.2,549.2,73.7,24.7,31.6,0.92,983.5,2.0784023668639056
2017,Andhra Pradesh,District_2,Summer,Cotton,310.41,,80.2,21.3,31.2,0.86,412.48,1.3288231693566572
2013,Andhra Pradesh,District_3,Summer,Sugarcane,277.32,778.9,,21.4,29.4,0.85,18869.56,68.04255012260205
2021,Karnataka,District_4,Kharif,Sorghum,502.62,941.0,,29.4,34.4,0.79,628.79,1.2510246309339061
2003,Madhya Pradesh,District_5,Kharif,Cotton,324.35,951.5,90.5,21.0,36.5,1.0,508.69,1.5683366733466932
2022,Tamil Nadu,District_6,Rabi,Wheat,254.9,722.1,195.2,16.1,30.3,0.75,989.16,3.880580619850922
2020,Chhattisgarh,District_7,Rabi,Sugarcane,594.83,953.2,146.2,19.4,33.7,0.44,42760.39,71.88674074945783
2012,Telangana,District_8,Kharif,Sorghum,262.2,809.9,135.2,17.1,33.3,0.94,331.02,1.2624713958810068
2017,Gujarat,District_9,Kharif,Sugarcane,203.85,218.7,111.2,18.8,32.0,0.6,8827.96,43.306156487613436
2012,Chhattisgarh,District_10,Kharif,Cotton,148.01,743.4,169.9,18.8,27.4,0.47,232.94,1.5738125802310656
2006,Rajasthan,District_11,Autumn,Groundnut,373.09,1087.4,112.8,18.2,28.1,0.54,557.3,1.4937414564850304
2019,Tamil Nadu,District_12,Kharif,Groundnut,514.0,480.0,105.6,15.8,29.7,0.87,518.07,1.0079182879377433
2005,Odisha,District_13,Summer,Maize,237.38,874.8,192.5,24.8,25.6,0.78,702.47,2.959263627938327
2007,Bihar,District_14,Kharif,Sorghum,536.33,1198.8,159.2,20.9,36.2,0.27,608.67,1.1348796449946859
2012,Bihar,District_15,Summer,Pulses,75.04,682.7,135.6,19.3,33.1,0.7,65.44,0.8720682302771854
2020,Kerala,District_16,Kharif,Rice,236.68,850.5,170.7,22.3,31.9,1.09,833.79,3.522857867162413
2009,Madhya Pradesh,District_17,Kharif,Sugarcane,238.88,563.1,145.4,21.4,25.4,0.69,14249.0,59.64919624916276
2011,West Bengal,District_18,Summer,Sorghum,158.19,1208.0,160.3,20.8,26.5,0.76,230.32,1.4559706681838296
2000,Haryana,District_19,Summer,Cotton,1022.82,831.7,112.3,22.1,32.0,1.06,1866.87,1.8252185135214405
2002,Gujarat,District_20,Kharif,Pulses,235.16,860.3,227.8,20.4,37.9,1.0,277.83,1.1814509270284062
2001,West Bengal,District_21,Kharif,Groundnut,191.59,1147.9,121.8,22.0,29.9,1.06,325.48,1.6988360561615952
2001,Chhattisgarh,District_22,Kharif,Mustard,248.53,995.5,207.2,22.3,34.6,0.11,248.13,0.9983905363537601
2020,Andhra Pradesh,District_23,Kharif,Barley,73.58,657.4,137.4,20.5,30.6,1.23,158.27,2.150992117423213
2020,Kerala,District_24,Kharif,Wheat,155.1,707.6,177.3,19.3,32.2,0.96,474.27,3.057833655705996
2019,Kerala,District_25,Summer,Pulses,441.4,958.9,,24.6,35.6,1.42,576.55,1.3061848663343905
2001,Odisha,District_26,Kharif,Pulses,167.78,712.7,190.9,18.6,31.0,0.6,191.34,1.1404219811658123
2001,Uttar Pradesh,District_27,Rabi,Wheat,148.81,384.2,,21.2,29.9,0.36,306.82,2.061823802163833
2006,Uttar Pradesh,District_28,Kharif,Groundnut,536.85,838.3,188.0,21.2,36.3,0.8,801.27,1.492539815590947
2013,Haryana,District_29,Kharif,Wheat,546.84,524.4,,18.2,32.1,0.73,2128.99,3.8932594543193617
2008,West Bengal,District_30,Rabi,Sugarcane,333.68,1205.6,134.7,17.6,35.3,0.96,27893.42,83.5933229441381
2011,Punjab,District_31,Kharif,Cotton,186.22,888.9,146.4,18.9,29.9,1.07,385.91,2.0723337987326818
2004,Bihar,District_32,Rabi,Wheat,211.94,650.9,124.1,18.5,36.2,0.78,494.34,2.332452580919128
2017,West Bengal,District_33,Kharif,Barley,151.03,696.3,131.1,15.6,32.8,0.74,271.56,1.7980533668807521
2007,Chhattisgarh,District_34,Summer,Maize,134.71,,213.5,18.0,33.3,0.93,325.75,2.4181575235691484
2001,Odisha,District_35,Rabi,Maize,130.76,608.1,104.8,20.8,32.4,0.74,289.55,2.214362190272255
2017,Tamil Nadu,District_36,Summer,Barley,168.88,1073.6,107.3,23.8,30.5,0.72,349.17,2.0675627664613927
2021,Gujarat,District_37,Kharif,Barley,131.52,1341.0,209.4,21.7,32.0,1.06,423.31,3.218597931873479
2000,Haryana,District_38,Kharif,Rice,95.75,1009.8,170.0,12.2,30.7,,448.14,4.680313315926893
2010,Madhya Pradesh,District_39,Kharif,Maize,279.12,829.8,229.8,21.9,34.9,1.07,975.68,3.4955574663227282
2019,Uttar Pradesh,District_40,Rabi,Mustard,281.68,755.0,127.0,18.3,31.4,0.76,311.31,1.1051902868503265
2016,Gujarat,District_1,Kharif,Mustard,678.9,639.6,150.1,21.4,27.5,0.27,647.74,0.9541022241861836
2020,Punjab,District_2,Kharif,Sorghum,163.86,,118.6,20.0,27.0,0.76,212.21,1.295068961308434
2009,Madhya Pradesh,District_3,Kharif,Pulses,292.26,808.5,150.7,19.4,26.8,0.61,255.61,0.874597960719907
2008,Bihar,District_4,Kharif,Rice,295.19,1315.4,74.0,19.7,33.9,0.77,1011.76,3.4274873810088415
2017,Rajasthan,District_5,Kharif,Barley,210.12,1156.6,172.4,19.9,,0.63,538.8,2.564249000571102
2003,Telangana,District_6,Kharif,Wheat,382.45,467.0,157.9,24.0,,0.79,1133.72,2.964361354425415
2005,Odisha,District_7,Kharif,Wheat,389.61,703.5,142.7,19.9,32.4,0.54,1031.1,2.6464926464926464
2014,Chhattisgarh,District_8,Rabi,Groundnut,297.81,702.8,129.4,,31.8,0.48,323.2,1.0852556999429166
2016,Chhattisgarh,District_9,Kharif,Groundnut,209.9,832.4,109.2,22.8,33.3,1.11,272.18,1.2967127203430204
2002,Kerala,District_10,Kharif,Rice,197.45,836.7,174.1,22.0,32.5,0.56,675.52,3.4212205621676377
2012,Maharashtra,District_11,Rabi,Wheat,107.7,1509.2,98.2,14.6,23.9,0.8,395.0,3.6675951717734447
2008,Maharashtra,District_12,Rabi,Pulses,150.87,613.0,165.5,23.3,31.0,,147.68,0.9788559687147875
2012,Gujarat,District_13,Kharif,Maize,168.48,900.4,228.0,18.6,33.3,1.03,624.04,3.7039411206077872
2023,Maharashtra,District_14,Rabi,Groundnut,124.66,985.6,204.4,22.1,36.9,1.0,230.83,1.8516765602438634
2001,Haryana,District_15,Autumn,Sugarcane,318.61,849.7,84.8,17.1,37.1,0.88,19201.46,60.26634443363359
2023,Punjab,District_16,Rabi,Pulses,501.69,,123.5,16.4,27.9,0.98,477.84,0.9524606828918256
2010,Tamil Nadu,District_17,Summer,Sugarcane,141.91,620.1,161.9,25.9,31.0,1.14,11307.99,79.68423648791487
2018,Punjab,District_18,Rabi,Cotton,290.05,873.4,142.2,17.1,27.3,0.91,389.22,1.3419065678331323
2010,Andhra Pradesh,District_19,Kharif,Cotton,131.57,962.5,89.0,23.4,36.6,0.34,159.35,1.2111423576803222
2007,West Bengal,District_20,Kharif,Groundnut,203.78,922.1,160.4,20.4,35.0,0.67,266.61,1.308322700952007
2018,Andhra Pradesh,District_21,Rabi,Pulses,161.71,975.4,144.6,18.7,33.1,0.97,198.87,1.22979407581473
2016,West Bengal,District_22,Autumn,Pulses,351.12,,221.6,19.9,32.5,0.64,441.45,1.2572624743677374
2003,Andhra Pradesh,District_23,Kharif,Pulses,162.83,1056.1,134.9,16.1,36.1,1.21,186.59,1.145919056684886
2016,Maharashtra,District_24,Kharif,Maize,448.99,865.7,191.7,20.0,35.6,0.78,1386.07,3.087084344862914
2018,Bihar,District_25,Rabi,Sorghum,211.15,592.2,94.3,16.8,35.5,,198.52,0.940184702817902
2009,Bihar,District_26,Kharif,Pulses,165.71,718.0,103.9,18.8,33.4,1.08,146.94,0.8867298292197211
2022,Punjab,District_27,Rabi,Mustard,115.36,801.7,173.9,22.8,31.0,0.75,143.54,1.2442787794729542
2015,Rajasthan,District_28,Rabi,Barley,284.84,905.5,188.3,20.8,34.3,0.84,667.09,2.3419814632776297
2008,Bihar,District_29,Rabi,Sorghum,418.69,744.8,106.7,15.6,,1.02,483.3,1.154314648068977
2000,West Bengal,District_30,Summer,Groundnut,936.5414772048254,644.1,146.0,22.6,31.4,0.43,1924.9468520906967,2.0553781107867612
2016,Karnataka,District_31,Rabi,Mustard,937.58,588.6,89.7,20.0,30.9,0.73,747.18,0.7969239958190234
2005,Karnataka,District_32,Rabi,Sugarcane,577.02,486.7,137.8,18.4,,1.01,37143.53,64.37130428754637
2018,Haryana,District_33,Rabi,Mustard,203.46,798.3,178.5,22.2,37.0,0.82,256.98,1.2630492480094369
2012,Madhya Pradesh,District_34,Rabi,Cotton,202.19,526.7,127.6,19.5,29.8,1.17,274.24,1.356347989514813
2011,Chhattisgarh,District_35,Summer,Mustard,324.35,629.9,135.0,16.5,31.2,0.41,311.69,0.9609680900262062
2003,Kerala,District_36,Kharif,Rice,148.0,763.3,99.8,25.5,33.1,0.38,389.66,2.632837837837838
2017,Gujarat,District_37,Rabi,Sorghum,492.64,556.1,119.1,19.9,33.5,,585.67,1.1888397206885353
2003,Andhra Pradesh,District_38,Kharif,Maize,303.98,933.5,215.3,19.8,30.4,1.02,1145.81,3.7693598263043615
2010,Karnataka,District_39,Summer,Groundnut,285.4,1012.8,147.9,18.8,37.7,0.75,429.54,1.5050455501051159
2020,Punjab,District_40,Rabi,Rice,369.51,729.1,104.9,23.5,33.3,0.9,1289.29,3.4891883846174663
2022,Tamil Nadu,District_1,Kharif,Wheat,687.94,753.9,132.4,18.4,33.6,0.99,2106.1,3.061458848155362
2023,Karnataka,District_2,Kharif,Sorghum,271.12,968.2,81.1,15.4,37.3,0.6,257.97,0.951497491885512
2022,Karnataka,District_3,Kharif,Barley,228.65,692.9,104.4,,30.7,0.62,327.83,1.4337633938333696
2013,Tamil Nadu,District_4,Rabi,Maize,605.0,677.8,199.4,24.0,31.7,0.85,2039.14,3.3704793388429755
2004,Punjab,District_5,Kharif,Wheat,437.26,1113.2,139.3,22.5,28.2,1.03,1918.26,4.387000869048164
2020,Telangana,District_6,Kharif,Barley,201.83,1044.5,220.6,19.2,31.5,0.51,462.56,2.2918297577168905
2019,Uttar Pradesh,District_7,Summer,Sorghum,245.45,982.3,141.2,24.1,27.5,0.75,312.07,1.2714198411081687
2023,Telangana,District_8,Rabi,Wheat,275.13,1053.6,143.6,22.2,34.2,0.74,922.76,3.3539054265256425
2015,Uttar Pradesh,District_9,Kharif,Groundnut,304.02,415.0,170.6,19.2,33.3,0.9,402.05,1.3224458917176503
2003,Kerala,District_10,Kharif,Maize,108.42,1147.8,38.1,19.5,31.2,0.8,229.25,2.11446227633278
2012,Kerala,District_11,Autumn,Mustard,96.98,936.3,153.2,21.0,31.7,0.66,99.52,1.0261909672097338
2010,Karnataka,District_12,Rabi,Sugarcane,143.68,1072.4,143.0,17.5,34.3,1.11,15425.03,107.35683463251671
2020,Gujarat,District_13,Rabi,Wheat,137.16,935.2,204.4,20.0,28.6,0.67,515.35,3.7572907553222517
2009,Rajasthan,District_14,Kharif,Cotton,166.29,860.8,183.6,20.9,32.6,0.73,315.44,1.896927055144627
2007,Rajasthan,District_15,Kharif,Pulses,358.11,789.4,99.7,14.9,34.1,0.4,262.5,0.7330149953924772
2001,Tamil Nadu,District_16,Kharif,Mustard,221.11,930.8,194.7,,26.7,0.62,302.6,1.3685495907014609
2020,Chhattisgarh,District_17,Rabi,Rice,275.29,781.4,134.5,,34.1,0.93,807.06,2.931672054923898
2018,Madhya Pradesh,District_18,Kharif,Sorghum,117.38,1040.9,108.8,23.1,27.0,0.88,145.58,1.2402453569603
2000,Gujarat,District_19,Kharif,Groundnut,185.49,501.0,152.9,14.5,31.6,0.95,231.47,1.2478839829640411
2010,Uttar Pradesh,District_20,Rabi,Barley,348.05,730.9,136.9,18.9,28.5,0.94,576.83,1.6573193506680075
2011,Haryana,District_21,Summer,Sorghum,349.66,1299.9,206.5,18.6,36.3,1.32,719.59,2.0579706000114397
2011,Chhattisgarh,District_22,Rabi,Wheat,158.42,712.3,158.6,22.9,28.5,0.61,443.86,2.801792702941548
2022,Odisha,District_23,Kharif,Rice,269.62,797.5,153.2,19.9,27.0,0.4,770.37,2.8572435279281954
2003,Uttar Pradesh,District_24,Kharif,Mustard,915.35,655.8,181.0,25.4,32.4,0.54,943.81,1.0310919320478504
2007,Uttar Pradesh,District_25,Kharif,Wheat,242.12,923.9,188.7,22.0,30.8,0.62,770.97,3.1842474805881382
2004,Bihar,District_26,Kharif,Wheat,161.43,688.0,176.3,18.8,27.5,0.56,402.29,2.4920398934522705
2005,Karnataka,District_27,Rabi,Sugarcane,220.47,809.2,,20.7,33.6,0.82,18836.99,85.44015058738151
2021,Chhattisgarh,District_28,Kharif,Sorghum,258.61,1036.8,169.3,18.9,26.0,1.11,419.89,1.6236417771934573
2022,Haryana,District_29,Rabi,Mustard,223.47,696.3,151.7,22.6,28.9,1.18,252.38,1.1293685953371817
2001,Maharashtra,District_30,Summer,Pulses,240.13,1023.5,194.6,16.0,30.3,0.93,307.56,1.2808062299587724
2015,Haryana,District_31,Autumn,Wheat,102.92,1030.9,,17.5,34.4,1.34,410.05,3.98416245627672
2005,Bihar,District_32,Kharif,Cotton,137.33,1082.1,146.3,21.4,35.9,0.71,240.54,1.7515473676545545
2004,Maharashtra,District_33,Kharif,Groundnut,223.72,880.9,213.9,23.7,35.3,0.39,265.01,1.1845610584659396
2007,Andhra Pradesh,District_34,Kharif,Wheat,221.59,1563.1,209.9,13.4,31.5,1.06,1281.23,5.781984746604088
2004,Gujarat,District_35,Kharif,Pulses,174.21,,144.7,24.1,24.7,0.34,148.26,0.8510418460478731
2011,Andhra Pradesh,District_36,Kharif,Rice,220.04,921.5,126.9,19.6,33.2,0.61,696.47,3.1651972368660246
2023,Bihar,District_37,Kharif,Cotton,253.82,657.3,203.5,14.3,36.4,0.93,425.98,1.6782759435820662
2014,Kerala,District_38,Rabi,Maize,417.23,828.6,177.0,11.0,35.7,0.77,1183.32,2.836133547443856
2017,Telangana,District_39,Kharif,Groundnut,230.55,1163.8,157.6,15.4,33.4,0.75,413.67,1.794274560832791
2011,Tamil Nadu,District_40,Summer,Sorghum,310.9,,,,28.4,0.5,436.01,1.4024123512383404
2000,Bihar,District_1,Kharif,Wheat,176.8,1175.2,158.3,19.8,30.4,0.8,741.06,4.191515837104072
2002,Andhra Pradesh,District_2,Kharif,Mustard,344.9,,144.1,21.9,37.8,1.05,475.56,1.3788344447665992
2006,Karnataka,District_3,Kharif,Groundnut,1327.2972918960113,573.8,118.4,18.4,27.7,0.8,2401.2594686332054,1.8091346100790018
2005,Punjab,District_4,Kharif,Sorghum,411.37,957.2,150.2,16.7,28.6,0.59,455.18,1.1064978000340326
2020,Rajasthan,District_5,Kharif,Sorghum,375.43,,155.6,18.8,34.8,,378.03,1.0069253922169246
2020,Telangana,District_6,Autumn,Wheat,348.36,522.8,130.0,20.1,30.7,0.6,822.52,2.3611206797565734
2020,Karnataka,District_7,Kharif,Mustard,230.66,902.6,181.2,20.7,,0.9,351.44,1.5236278505159109
2015,Chhattisgarh,District_8,Kharif,Pulses,283.43,965.1,196.6,17.6,36.6,0.89,325.53,1.1485375577744064
2013,Andhra Pradesh,District_9,Rabi,Wheat,463.18,1048.7,183.8,22.7,33.4,0.6,1703.67,3.6782028584999353
2015,Chhattisgarh,District_10,Kharif,Maize,165.46,959.4,134.0,18.1,30.9,0.25,395.08,2.3877674362383656
2009,Bihar,District_11,Rabi,Sorghum,167.83,966.9,175.2,17.4,28.6,0.91,281.32,1.6762199845081331
2016,Telangana,District_12,Kharif,Pulses,272.83,633.4,148.1,18.4,38.1,0.58,213.15,0.7812557270094932
2019,Haryana,District_13,Rabi,Cotton,313.93,826.9,95.6,23.2,31.9,0.97,520.92,1.659350810690281
2018,Telangana,District_14,Kharif,Cotton,149.24,518.4,171.9,19.6,36.2,0.61,179.06,1.199812382739212
2014,Maharashtra,District_15,Kharif,Barley,233.96,409.3,150.8,17.9,34.7,0.55,310.23,1.3259958967344845
2001,Maharashtra,District_16,Rabi,Maize,231.27,1012.9,248.7,22.8,30.4,0.84,730.38,3.158126864703593
2017,Madhya Pradesh,District_17,Summer,Wheat,64.77,684.3,203.3,26.4,30.5,1.39,277.02,4.276980083371932
2008,Telangana,District_18,Kharif,Pulses,214.49,1041.9,173.4,20.6,36.3,0.99,276.02,1.28686652058371
2017,Andhra Pradesh,District_19,Rabi,Sorghum,222.65,,155.0,23.7,36.4,0.83,351.89,1.580462609476757
2012,Bihar,District_20,Kharif,Wheat,222.25,713.8,151.5,23.1,26.4,0.89,656.15,2.9523059617547807
2021,Kerala,District_21,Kharif,Maize,572.23,979.9,104.9,18.2,33.6,0.36,1251.02,2.186218828093599
2008,Kerala,District_22,Kharif,Sugarcane,117.98,704.5,75.4,20.1,31.6,0.52,6085.1,51.57738599762672
2022,Maharashtra,District_23,Rabi,Wheat,149.19,443.9,,,28.9,0.17,306.03,2.051276895234265
2020,Rajasthan,District_24,Kharif,Groundnut,51.04,877.1,143.1,19.4,32.8,1.23,93.58,1.83346394984326
2007,Odisha,District_25,Rabi,Maize,183.36,746.4,60.8,18.1,28.0,1.18,460.52,2.5115619546247814
2011,Haryana,District_26,Kharif,Wheat,192.99,753.2,123.2,18.8,30.6,0.9,589.38,3.053940618684906
2012,Karnataka,District_27,Summer,Maize,180.19,1284.6,135.1,17.8,29.6,0.83,669.58,3.7159664798268497
2018,Tamil Nadu,District_28,Rabi,Sorghum,475.61,514.3,136.4,19.1,30.5,0.41,429.04,0.9020836399571077
2016,Gujarat,District_29,Kharif,Sorghum,410.09,934.2,,21.6,31.8,0.75,494.16,1.2050037796581239
